x_A,y_A,value
2.57956,-1.48431,-0.00013461265
2.64565,-1.48431,-0.00019673051
2.71175,-1.48431,-0.00024463562
2.77785,-1.48431,-0.00027966895
2.84394,-1.48431,-0.00026106279
2.91004,-1.48431,-0.00024573039
2.97614,-1.48431,-0.00023064403
3.04224,-1.48431,-0.00020039428
3.10833,-1.48431,-0.0001838132
3.17443,-1.48431,-0.00018665149
3.24053,-1.48431,-0.00020375536
3.30662,-1.48431,-0.00024076187
3.37272,-1.48431,-0.00030161478
3.43882,-1.48431,-0.00039706079
3.50492,-1.48431,-0.00052424922
3.57101,-1.48431,-0.00069403247
3.63711,-1.48431,-0.00095939316
3.70321,-1.48431,-0.0012795109
3.76930,-1.48431,-0.0016772427
3.83540,-1.48431,-0.0022478856
3.90150,-1.48431,-0.0029315839
-3.96406,-1.44017,-0.00038598955
-3.89796,-1.44017,-0.00026264664
-3.83186,-1.44017,-4.508048e-05
-3.76577,-1.44017,0.00028421482
-3.69967,-1.44017,0.0007234845
-3.63357,-1.44017,0.0013697767
-3.56747,-1.44017,0.0022275227
-3.50138,-1.44017,0.0034446535
-3.43528,-1.44017,0.0051476657
-3.36918,-1.44017,0.0071826139
-3.30309,-1.44017,0.0095630363
-3.23699,-1.44017,0.012470859
-3.17089,-1.44017,0.015725896
-3.10479,-1.44017,0.018902747
-3.03870,-1.44017,0.022098491
-2.97260,-1.44017,0.026119001
-2.90650,-1.44017,0.030119738
-2.84041,-1.44017,0.032839186
-2.77431,-1.44017,0.035169799
-2.70821,-1.44017,0.036717519
-2.64211,-1.44017,0.036058057
-2.57602,-1.44017,0.034880809
-2.50992,-1.44017,0.032962646
-2.44382,-1.44017,0.029789507
-2.37773,-1.44017,0.026490383
-2.31163,-1.44017,0.022765037
-2.24553,-1.44017,0.01870192
-2.17943,-1.44017,0.014807005
-2.11334,-1.44017,0.011034806
-2.04724,-1.44017,0.0076027256
-1.98114,-1.44017,0.0048114243
-1.91505,-1.44017,0.0024530382
-1.84895,-1.44017,0.00066421123
-1.78285,-1.44017,-0.00058840855
-1.71675,-1.44017,-0.00116238
-1.65066,-1.44017,-0.0012491083
-1.58456,-1.44017,-0.00099355588
-1.51846,-1.44017,0.00015109422
-1.45237,-1.44017,0.0014288778
-1.38627,-1.44017,0.0027945139
-1.32017,-1.44017,0.0048768255
-1.25408,-1.44017,0.0067706737
-1.18798,-1.44017,0.0081177428
-1.12188,-1.44017,0.0093017751
-1.05578,-1.44017,0.010430316
-0.98969,-1.44017,0.010619159
-0.92359,-1.44017,0.010113524
-0.85749,-1.44017,0.0099019725
-0.79140,-1.44017,0.0089214612
-0.72530,-1.44017,0.0075990553
-0.65920,-1.44017,0.0067659668
-0.59310,-1.44017,0.005617904
-0.52701,-1.44017,0.0045051095
-0.46091,-1.44017,0.0039134226
-0.39481,-1.44017,0.003268068
-0.32872,-1.44017,0.0026966389
-0.26262,-1.44017,0.0023907127
-0.19652,-1.44017,0.0020438887
-0.13042,-1.44017,0.0017321307
-0.06433,-1.44017,0.0015422801
0.00177,-1.44017,0.0013313333
0.06787,-1.44017,0.0011265107
0.13396,-1.44017,0.00097713433
0.20006,-1.44017,0.00081784639
0.26616,-1.44017,0.00065306929
0.33226,-1.44017,0.00052263431
0.39835,-1.44017,0.00039202525
0.46445,-1.44017,0.00026465845
0.53055,-1.44017,0.00015943158
0.59664,-1.44017,6.0221064e-05
0.66274,-1.44017,-2.8915749e-05
0.72884,-1.44017,-0.00011078558
0.79493,-1.44017,-0.00018330601
0.86103,-1.44017,-0.00024199988
0.92713,-1.44017,-0.00029041377
0.99323,-1.44017,-0.00033052059
1.05932,-1.44017,-0.00036033671
1.12542,-1.44017,-0.00038117229
1.19152,-1.44017,-0.00039495828
1.25761,-1.44017,-0.00040288799
1.32371,-1.44017,-0.00040718261
1.38981,-1.44017,-0.00039954018
1.45591,-1.44017,-0.00038697518
1.52200,-1.44017,-0.00037073207
1.58810,-1.44017,-0.00034643727
1.65420,-1.44017,-0.00031309642
1.72029,-1.44017,-0.00027277303
1.78639,-1.44017,-0.00022945949
1.85249,-1.44017,-0.0001772351
1.91859,-1.44017,-0.00012201235
1.98468,-1.44017,-6.8401081e-05
2.05078,-1.44017,-1.6373217e-05
2.11688,-1.44017,2.8452321e-05
2.18297,-1.44017,6.5055465e-05
2.24907,-1.44017,8.3818537e-05
2.31517,-1.44017,7.2288305e-05
2.38127,-1.44017,3.6136811e-05
2.44736,-1.44017,-3.6037847e-05
2.51346,-1.44017,-0.00011628419
2.57956,-1.44017,-0.00021253648
2.64565,-1.44017,-0.00030032053
2.71175,-1.44017,-0.00034685072
2.77785,-1.44017,-0.00038105957
2.84394,-1.44017,-0.00038404425
2.91004,-1.44017,-0.00034499384
2.97614,-1.44017,-0.00030767304
3.04224,-1.44017,-0.0002705635
3.10833,-1.44017,-0.00024064984
3.17443,-1.44017,-0.00023806158
3.24053,-1.44017,-0.00025714273
3.30662,-1.44017,-0.0002983762
3.37272,-1.44017,-0.00036293274
3.43882,-1.44017,-0.00045263561
3.50492,-1.44017,-0.00057599688
3.57101,-1.44017,-0.00072995323
3.63711,-1.44017,-0.00094961433
3.70321,-1.44017,-0.0012519539
3.76930,-1.44017,-0.001618074
3.83540,-1.44017,-0.0020850212
3.90150,-1.44017,-0.0026912042
-3.96406,-1.39604,-0.00044981317
-3.89796,-1.39604,-0.00032307251
-3.83186,-1.39604,-0.00011290065
-3.76577,-1.39604,0.00025544292
-3.69967,-1.39604,0.00075913704
-3.63357,-1.39604,0.0015133461
-3.56747,-1.39604,0.0025913871
-3.50138,-1.39604,0.0039667739
-3.43528,-1.39604,0.0058216173
-3.36918,-1.39604,0.0081833545
-3.30309,-1.39604,0.010834479
-3.23699,-1.39604,0.014003391
